Number,Wages,Education,Age,Gender
4003,10,12,26,Male
4004,23.57,12.1,44,Male
4005,19.2,12,67,Male
4006,14.07,9,32,Male
4007,5.6,12,37,Female
4008,16.66,8,61,Female
4009,6.8,13.1,20,Male
4010,22.98,14,39,Male
4011,30.49,16,52,Male
4012,22,15,41,Male
4013,11.85,11,47,Female
4014,23,14,30,Male
